id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
2654,423,cook,"a feature in my stove that will tell me the exact temperature of not just the stove but the burners and grill feature as well when in use","I can monitor my food being cooked to the exact degree as some things need precision. ",Entertainment,,"stove, cooking, temperature","2015-12-30 14:08:44",1,0
2655,433,parent,"my smart home to turn on the lights when my child cries","I may not have to get up at night",Entertainment,,"child,lights","2015-12-30 14:08:57",1,0
2656,429,"cancer patient","a full featured remote to control diagnostics of my health and be transmitted to my television.","I can monitor my diagnostics wireless and possibly have them transmitted to my Dr.",Health,,"Health, Notifications, Safety","2015-12-30 14:09:11",1,0
2658,433,parent,"my smart home to send a warning if the oven gets turned on by child","my child will be safe",Safety,,"child,safety,oven","2015-12-30 14:09:30",1,0
2660,429,uncle,"my home to automatically recognize my nephews and nieces through facial recognition software and give them access to the house when they visit.","I do not have to give them a key.",Other,Security,"Keyless entry, Facial recognition, Hardware, Automation","2015-12-30 14:10:20",1,0
2661,433,parent,"my smart home to automatically lock doors at night","my family will be safe",Safety,,"doors,lock","2015-12-30 14:10:36",1,0
2662,435,"home occupant","electronics to turn themselves off if not being used in a certain amount of time","electricity consumption is reduced",Energy,,"electronics, save energy","2015-12-30 14:10:37",1,0
2663,434,"home occupant","to be notified when a package is left","I can grab it and am aware it's there",Safety,,package,"2015-12-30 14:10:45",1,0
2664,423,"pet owner","a vacuum cleaner that can automatically clean all pet areas on a daily basis or any area in which they have food or a high concentration of hair","I can keep these areas clean - they seem to get dirtier faster. ",Health,,"pets, clean, vacuum ","2015-12-30 14:10:48",1,0
2665,424,parent,"a healthy snack dispenser that will be accessible to my child at predetermined times throughout the day","my child can have an approved snack without having to ask",Health,,"healthy, snack, child","2015-12-30 14:10:54",1,0
2666,433,"home owner","my smart home to  immediately sound alarm if smoke is found","my family will be safe",Safety,,"home,smoke","2015-12-30 14:11:19",1,0
2667,434,"music lover","my favorite music to play at good times of day","I can enjoy it",Entertainment,,"music, sound","2015-12-30 14:11:43",1,0
2668,426,"home occupant","toilets to flush automatically.","I don't have to waste time doing it. ",Other,"Time Saving","toilet, flush","2015-12-30 14:12:04",1,0
2669,435,"home occupant","lightbulbs that turn off if a human presence is not detected","energy will be saved.",Energy,,"lights, save energy","2015-12-30 14:12:04",1,0
2670,434,"pet owner","the house to know how much food I have left","it can order some more",Health,,"pets food automatic","2015-12-30 14:12:22",1,0
2671,433,"home owner","my smart home to sound an alarm if someone is walking around after night","my family will be safe",Safety,,"home,alarm","2015-12-30 14:12:47",1,0
2672,424,"home occupant","a system that will turn on sprinklers and automatically open windows and drop down ladders in the case of a fire","my family can quickly evacuate",Safety,,"fire, safety, escape","2015-12-30 14:12:49",1,0
2673,423,neighbor,"to keep my leaves from falling into the neighbors' yard in the fall so I want a machine that can somhow detect a falling leaf and send to to the ground on my own property","my elderly neighbors do not have to rake leaves that are not theirs. ",Other,outdoors,,"2015-12-30 14:12:57",1,0
2674,434,"healthy person","exercise to turn to electricity","I can contribute",Energy,,"generate electricity","2015-12-30 14:13:05",1,0
2675,434,"home occupant","the house to adjust the temp to lower while I'm asleep","I can save energy",Energy,,heating,"2015-12-30 14:13:42",1,0
2676,435,"movie watcher","a tv that gathers information about what I watch, and recommends movies to me","I can broaden my movie collection",Entertainment,,"movies, television","2015-12-30 14:13:51",1,0
2677,434,"pet owner","the house to feed the cat","I don't have to ",Health,,"food pet","2015-12-30 14:14:07",1,0
2679,433,parent,"my smart home to alarm if there is excessive screaming","my family will be safe",Safety,,"home,safety","2015-12-30 14:14:24",1,0
2680,434,gamer,"the house to have a gaming mode","lighting and sounds are adjusted",Entertainment,,"gaming lights sound","2015-12-30 14:14:38",1,0
2681,423,"parent of a young child (6)","a feature that will set out his clothes for him on a daily basis - basically a system that will put from his closet","he can get dressed without issue in the morning and not have us help him when we could be doing other things",Other,home,,"2015-12-30 14:14:46",1,0
2682,435,"home occupant","floors that stay a certain temperature","so I don't get cold",Energy,,"temperature, floors, warmth, heat","2015-12-30 14:14:48",1,0
2683,434,businessman,"the house to grab the mail","I don't have to go to the mailbox",Safety,,mail,"2015-12-30 14:15:17",1,0
2684,424,"home occupant","a trash can that will automatically sort and bag trash, recycling and compost","we can practice conservation with minimal effort",Energy,,"recycling, energy, conservation","2015-12-30 14:15:43",1,0
2685,435,"home occupant","a shower feature that remembers my favorite temperature and automatically sets the correct temperature","I can take a nice shower",Other,Personal,"shower, temperature","2015-12-30 14:15:49",1,0
2686,426,"home owner","doors to unlock automatically if I am specifically detected. ","I don't need to deal with keys. ",Other,"Time Saving","doors, unlock","2015-12-30 14:15:56",1,0
2687,434,occupant,"the kitchen to clean itself","I don't have to ",Health,,automatic,"2015-12-30 14:15:58",1,0
2688,423,"pool owner","a feature that can automatically drain my pool in the fall/winter, cover it, and then refill it in the spring","we can enjoy the pool in the months we can use it. ",Entertainment,,"pool, cover, safety ","2015-12-30 14:16:21",1,0
2689,434,"pet owner","the house to reprimand the animals ","I don't have to ",Health,,pets,"2015-12-30 14:16:26",1,0
2690,424,"reality tv fan","my TV to find all of my favorite shows on demand","I can watch what I want without having to search",Entertainment,,"TV, entertainment","2015-12-30 14:16:55",1,0
2691,426,"home occupant","doors to open automatically. ","I can save time. ",Other,"Time Saving","doors, automatic","2015-12-30 14:16:58",1,0
2692,435,"pet owner","a motion detector in the kitchen","I know when my dogs go in there",Other,Pets,"dogs, pets, motion detector","2015-12-30 14:17:08",1,0
2693,433,parent,"my smart home to notify me if someone leaves out or comes in after midnight","I will know if there is toruble",Safety,,"home,safety","2015-12-30 14:17:36",1,0
2694,433,"home owner","my smart home to notify me if there is a leak in the roof","I can prevent further damage to my home",Safety,,"home, safety","2015-12-30 14:18:27",1,0
2695,424,"home occupant","a stove that can cook multiple items at different temperatures at the same time","I can prepare a meal and save time",Energy,,"stove, cooking","2015-12-30 14:18:54",1,0
2696,426,"home occupant","communication to open up with anyone in the house when prompted. ","I can talk to someone without having to find them. ",Other,"Time Saving","communication, in-house","2015-12-30 14:19:04",1,0
2697,435,"home occupant","a space heater that actually maintains the temperature in the room","my utility bill will be reduced",Energy,,"heat, warmth, heaters, save energy","2015-12-30 14:19:23",1,0
2698,436,"home owner","food created on demand","I can have exactly what I want when I want it.",Health,Food,"food, replicator, replication","2015-12-30 14:19:23",1,0
2699,438,parent,"my smart home to alert me when anything rated higher than TV PG is playing on the televisions in the house ","I will know to supervise my kids' TV viewing or to block a show or channel",Entertainment,,"Television, child supervision","2015-12-30 14:19:39",1,0
2700,424,parent,"sensor that will monitor my child's body temperature at all times","I can tell when he has a fever",Health,,"child safety, health","2015-12-30 14:20:41",1,0
2701,435,"pet owner","a camera that connects to my smartphone and comes on when it detects pets but not humans","I can keep a watchful eye on my precocious dogs.",Safety,,"camera, dog, safety","2015-12-30 14:21:17",1,0
2702,438,"home owner","my smart home to alert me to reports of impending violent weather","I can make preparations for safety",Safety,,"weather, safety","2015-12-30 14:21:21",1,0
2703,436,"home owner","a smart shower system","water pressure and heat will remain consistent and strong for the duration of my showers.",Energy,,"shower, water, efficiency","2015-12-30 14:22:01",1,0
2704,432,"home occupant","Toilet to automatically flush with voice activation.","So I don't have to touch the toilet handle. ",Health,,"Bathroom, Toilet, Voice Control","2015-12-30 14:22:14",1,0
2705,426,"home occupant","to be informed if a person has fallen anywhere in the house. ","I can check to make sure they are OK. ",Safety,,"safety, fall, alert","2015-12-30 14:22:16",1,0
2706,435,"home occupant","a computer program that hooks to an outdoor camera and makes a popup appear on my PC screen when someone comes to the door","I can know who is at the door and decide if I want to answer or not",Other,Personal,"doorbell, visitors, camera, PC","2015-12-30 14:22:38",1,0
2707,438,"home owner","my smart home to alert me when any light bulb has fewer than 8 hours of life remaining","I can replace them before getting trapped in the dark",Energy,,"light bulbs, energy","2015-12-30 14:22:55",1,0
2708,432,parent,"the crib to have motion detection. ","the crib can automate and control baby's crying with voice control and notify me of potentially dangerous situations. ",Safety,,"Baby, Crib","2015-12-30 14:24:03",1,0
2709,436,"home owner","a smart floor","when the interior temperature reaches a certain point, the floors will warm up automatically.",Energy,,"smart floor, warming","2015-12-30 14:24:07",1,0
